"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
34228,479,10942.79803975,21306.6028888,111.60069476,80204.13096861,20064.4763645,2561.76084927,17.2971655
34229,479,11435.4305334,13681.24423202,136.167404,121729.68330043,19404.25739071,2079.805622,13.33156188
34230,479,12227.05628445,13439.9174981,154.57201168,142289.42825529,18678.33191687,2094.84415296,14.57455148
34231,479,12486.50523072,6613.07423669,110.35257815,173550.56075982,19387.7911091,1970.51698064,6.033586
34232,479,12784.87831535,26976.98600581,88.85728499,61207.05034502,18946.25832238,2276.39547812,13.49956334
34233,479,14794.61971684,3824.01967012,149.51286192,67561.44453971,16826.10853138,2308.82875339,31.75675115
34234,479,14827.05557184,20118.63419866,122.57529793,81542.15282622,19785.58736766,2506.04832552,19.73733404
34235,479,15660.15931943,27432.87072784,137.51052128,202863.74691687,18868.10114881,2094.05157363,8.20716357
34236,479,15787.53250984,18681.34169663,124.98557364,385817.81315886,18454.86827146,2403.72212865,4.15402424
34237,479,18132.79642083,15623.49844619,114.9709589,130386.93227196,18318.41188316,1907.94037118,8.36950119
34238,479,18136.9498102,28398.19631143,131.03080091,129501.66483566,17673.42517095,2118.85333662,11.8874805
34239,479,18597.54215156,8504.77609153,129.98438962,152521.85451129,16974.1275395,2261.53659071,10.61467691
34240,479,19302.89689468,13997.74467181,138.61744255,59399.44864208,17670.64778722,2346.10424019,31.84561266
34241,479,22737.29563252,18541.44554497,119.20741673,154572.43479418,16257.76243017,2001.21969504,7.90895671
34242,479,23796.9658324,30281.40493716,109.3247405,53829.08555821,15658.99092069,1978.30303974,19.18002428
34243,479,24163.61673968,14969.62440824,135.35225028,87170.24238679,15745.46946149,1794.96563128,15.88830393
34244,479,24215.7806555,11209.26487067,113.31653895,42724.44115901,14712.88451412,1804.53485401,23.51217596
34245,479,26044.0522437,27897.80803049,125.94388452,175098.23985216,16117.19837497,2217.43831063,8.55447025
34246,479,28733.18284309,25709.82371144,113.2900803,60929.41676871,15289.06943143,2078.30216401,18.98100143
34247,479,29521.29703975,13520.4168692,119.12884694,223294.59681453,15275.2915504,1769.15467638,4.83981241
34248,479,31360.97018577,14421.52095906,126.8053362,117803.29865641,14262.39111162,2192.46813622,12.72606388
34249,479,32014.2428421,29888.09803351,99.81819196,62374.49584811,15440.30284056,1796.13204724,12.78924367
34250,479,32374.38244326,4358.92772786,121.16777872,62494.01892097,11771.9106261,1470.33737612,14.80185536
34251,480,420.76664629,26434.05185209,216.46424627,130564.74322679,18379.83476326,2323.31317171,33.6170127
34252,480,743.97446269,27483.46642448,107.57560205,45533.98267208,20209.75098482,1947.21819055,21.68078461
34253,480,2022.40348823,13147.28099371,51.93210387,33776.91531182,20877.8204039,2284.87771544,10.7722617
34254,480,2897.4837901,22808.10488143,112.65429406,56765.47154897,20319.80578587,2000.57183264,19.41311667
34255,480,4210.89070067,13325.7312849,131.84790085,75665.55167743,19689.42876614,2056.8424587,19.97220196
34256,480,4263.29581435,24436.3676069,104.37852335,70046.25608019,21126.0717422,2120.81056011,14.54894454
34257,480,4412.58379732,3342.00185847,118.51528507,68275.86716781,19265.58485799,1986.28672401,17.57083707
34258,480,4937.27557452,9360.77142968,113.95074976,104590.54279111,20440.81259974,2609.1771006,14.0292598
34259,480,6778.54136381,22279.94821695,220.24654019,99803.53601025,20031.67426415,2286.55213927,44.76212472
34260,480,6912.70293631,16389.06445011,110.81462493,83038.36111509,20223.89670922,2430.26484811,15.64998683
34261,480,8899.1936912,9406.88073366,101.30203435,32012.26638036,20095.30864052,2028.75215296,28.8714133
34262,480,10077.84658329,23472.51334351,140.16147448,126490.37861818,19889.54635218,1733.88148335,11.29257572
34263,480,10220.08420696,15805.30840541,123.12573404,116914.32865603,19847.82001509,2175.23005803,12.05194641
34264,480,10478.14686584,31752.88565763,123.42303311,95786.35151129,18338.91186766,2194.99744986,14.9073499
34265,480,10571.03503762,25798.77373731,97.25102948,37467.57283311,19072.88006926,1972.8455936,22.3312902
34266,480,10938.75030334,21346.91650604,133.22753476,104030.62740098,19181.05332818,2019.38832526,14.54330258
34267,480,11477.78511117,13655.83794311,104.3543874,92116.9730488,20819.62958649,2123.46421201,11.07482852
34268,480,12218.92039563,13460.60344686,105.41993512,84679.70474465,20678.91162009,2095.81555151,12.1067013
34269,480,12480.50866236,6617.21777873,122.36537963,197068.31555148,18763.86019427,2331.29410119,7.57950861
34270,480,12766.32475605,27000.95792032,132.71643362,109767.74137219,18415.49004475,2385.20642851,16.16142612
34271,480,14839.53227613,20122.23432303,129.98693276,96374.2156059,17984.63119556,1745.71413178,12.96841849
34272,480,15644.38797674,27436.12518693,110.3783225,166603.14843611,18403.47557315,2718.30404312,8.66611276
34273,480,15811.35713359,18677.282737,114.88233895,269004.35227921,18727.33880379,2180.77361803,4.63400678
34274,480,18117.68660153,15621.46920282,104.67232925,104267.75048724,18726.33853598,2261.67518634,10.47749993
34275,480,18118.42877231,28383.26215574,116.15453768,114618.90627432,17850.98292754,2282.18723229,11.59577573
34276,480,18585.04578559,8528.87593703,134.53101674,177679.77599104,17171.59120131,2397.32485625,10.29467767
34277,480,19375.22718284,13959.01267993,121.6018282,58019.32230405,16980.1066979,2226.04812295,24.2818814
34278,480,22728.99435574,18534.68849187,115.35026009,174130.31707684,16759.26195764,2432.73532385,8.03664132
34279,480,23795.09055318,30242.26450152,119.80966231,67299.35761443,16362.46227159,2194.40262983,20.08510044
34280,480,24179.77050475,14970.88484464,116.4682371,63610.80026911,16323.46540213,1974.13801243,18.1587414
34281,480,26058.26788736,27893.40325429,124.01728134,155392.33804098,16695.75100755,1710.72953419,7.23315025
34282,480,28746.24030227,25721.93542614,120.81776132,67605.46936197,15235.83586801,1853.51803612,17.15209264
34283,480,29520.67380331,13526.83469992,115.61421361,232661.82294228,15108.35326615,2050.19717155,5.09503519
34284,480,31368.83874557,14416.11698238,103.76947599,112950.81906746,14109.32626908,1784.65673284,7.52079943
34285,480,32002.25692762,29878.83408407,110.08468221,73472.68562611,14798.63008671,2432.90455295,17.49642149
34286,481,399.64849805,26480.86316091,165.51922143,88677.81290405,19408.05206679,2194.52192921,27.88738662
34287,481,2013.09890118,13150.58893516,106.32873329,55713.77914735,20871.24155398,2452.07227483,21.85106857
34288,481,2831.71718221,22807.88080116,179.6099697,94091.86638975,19172.71559951,1916.00410737,26.82882621
34289,481,4065.33510238,23723.81974037,124.91517844,68490.20720962,20427.44617375,2224.78225791,21.59860219
34290,481,4269.61316928,13310.31041648,108.51313441,76026.86041989,20092.81995107,1892.33999591,12.82158675
34291,481,4270.31416288,24469.26396246,148.48663558,120871.16551297,19427.45037969,2148.60438581,16.3110602
34292,481,4477.95067933,3344.97445681,140.0370157,88743.96795628,18870.09807769,2075.11675771,19.22061883
34293,481,4946.09890961,9372.42013207,112.76398607,86128.36891981,20669.84121268,2864.33403603,18.34858194
34294,481,6951.98735196,16420.31479418,134.24259643,85947.88827056,19881.23041686,2392.1315237,21.14191281
34295,481,8880.23903701,9442.02895248,99.50775599,41085.36594369,19095.85904491,2096.90328416,22.53277477
34296,481,9309.85469968,983.12245484,153.72607672,59431.12262496,17289.30680158,1823.86965319,30.05737429
34297,481,9568.44558547,26218.87671294,128.62841,93336.01488062,19411.55900293,1990.20867955,14.968805
34298,481,10075.81909761,23481.24621524,136.63307067,71021.74383895,19964.1291823,2193.2859022,24.24141735
34299,481,10183.41761603,15783.92112402,123.56777957,92921.90112035,20413.33773907,2294.11400678,16.09416598
34300,481,10532.32022434,31711.43879693,124.97896332,105647.21479163,19232.70309186,2249.41259387,14.17376733
34301,481,10935.20271903,21351.53771337,149.42018073,118555.12498018,19055.30272723,2098.80200188,16.43735985
34302,481,11429.33481565,13697.23745395,119.08975546,98327.95220976,19763.42020033,1989.85459787,12.3340613
34303,481,11860.40200137,25874.5608837,131.01825913,46837.07280078,18769.38731333,2038.01286,31.59189928
34304,481,12242.10980579,13442.50144013,140.64771033,138497.03148431,18998.9196837,2174.50363575,13.01412819
34305,481,12474.46778086,6628.03022889,126.14335101,246234.81523804,18529.75747489,2692.15542173,7.40654267
34306,481,12623.38072017,31093.44332579,114.52664044,43670.72011376,17864.51598114,2231.72772627,28.99520314
34307,481,12728.73405177,26995.91901944,126.43104654,74743.7862437,18776.9318151,2043.11782862,18.58576955
34308,481,14846.87546695,20137.56349836,134.98120686,110232.49351619,18081.16709931,2141.81928195,14.91450082
34309,481,15643.43967758,27429.2028861,124.02578568,188115.91889046,18995.5367582,2160.52035308,7.54360999
34310,481,16144.63187344,23863.04688575,113.15016603,51174.6179103,17916.11156041,1898.20696951,20.59484505
34311,481,18139.61614577,15617.76105488,113.82869239,91270.73072323,18785.14299282,1898.19671717,11.67775689
34312,481,18120.91713982,28375.0041274,153.54383852,153277.91182611,16838.47249024,2073.26136302,13.22343316
34313,481,18600.01295477,8485.13357654,134.71898394,194253.11986654,17347.74411602,1879.93060859,7.40834798
34314,481,19232.06201139,14077.51611159,198.05631798,123970.28027588,16292.88818794,2122.45721763,27.2289979
34315,481,22554.85671203,14857.89081457,138.84892746,121158.44740439,16227.57918576,2094.11555324,13.98560926
34316,481,22719.10669956,18517.84778941,111.46303177,157002.25250422,16727.36281446,1732.66360111,5.97277193
34317,481,23788.70573515,30269.57397169,142.58470161,108338.81488496,16049.10627868,1820.14920223,14.28798579
34318,481,24197.69928184,14919.05622587,132.18722935,76241.18694211,16271.75827241,2071.76206858,20.06046781
34319,481,26027.06041162,27892.67366953,116.36654363,146970.45394689,17159.39930695,2097.90603358,8.34415422
34320,481,26936.62289629,5742.59534267,72.80378796,40345.46397246,13981.10566373,2033.20018565,13.16728492
34321,481,28769.57353415,25699.15963417,149.21976686,112089.95780018,14653.34836974,1896.00062648,15.66745367
34322,481,29516.44424334,13528.73891182,123.43963408,229025.79968123,14700.90074058,2417.94360921,6.87415114
34323,481,31375.34460884,14408.30543126,113.27208061,111211.41345519,13663.79389025,1829.56956628,9.15876757
34324,481,31976.51059271,29914.96527571,133.43865376,85651.49284116,14021.97075972,2498.80423958,21.91439834
34325,482,443.38115913,26490.23390159,131.39363648,61060.01545132,19754.95437042,2041.6193136,24.40741316
34326,482,2018.81263653,13153.09411093,119.9277278,70092.09359847,19995.50744255,2208.48957868,19.44383302
34327,482,2863.45333972,22769.17498273,121.33618237,75867.78509563,20652.85619273,2143.90517911,17.81568876
34328,482,4093.03339079,23706.59210857,142.68318612,64983.2924395,20081.37704876,2348.08913905,30.75319076
34329,482,4239.67699142,13367.79294438,161.63543978,122829.11170636,19065.22615147,2531.73958537,22.20199976
34330,482,4261.2193618,24456.10563059,108.04646594,82289.04975124,21116.67332539,2218.26199737,13.77675963
34331,482,4476.75539939,3288.44760406,112.56480153,61913.31904101,20251.04293726,2220.33108332,19.72460217
34332,482,4962.07779547,9378.77924303,121.48300167,105078.6237115,19759.40831138,1937.51310702,11.65513522
34333,482,6951.2661125,16411.57031215,99.59184387,95903.69478657,19050.9510588,2507.99399366,11.56605784
34334,482,9315.02031772,21320.59134535,98.93706969,35427.67823771,19253.53423382,2124.25966145,26.20418999
34335,482,10189.39516505,15795.99458488,116.68910046,91678.78145145,20491.12927882,2117.39787483,13.56230879
34336,482,10499.93381646,31747.13396887,158.45414901,126459.41178875,17185.10882604,2183.17182621,17.90988263
34337,482,10914.96632266,21334.91430049,122.31420359,103756.16516229,19487.5137828,2218.67907374,13.68310429
34338,482,11426.17243877,13688.81582519,130.97444466,122489.05193009,18999.87783037,1970.81740015,11.68160705
34339,482,11860.48007479,25820.16530554,116.65987352,97788.10113834,18795.17115723,2644.36411079,15.86841249
34340,482,12253.01331861,13467.73297901,144.23875358,118550.94834659,18952.3140209,2237.21282302,16.39603633
34341,482,12473.86152018,6609.50600269,126.50270622,225368.69194857,18871.71297393,2832.56912403,8.55743844
34342,482,12719.44510603,26972.33665568,93.08035215,67418.63755734,19095.26608365,1925.46869019,11.22985234
34343,482,14854.74235649,20147.24493053,119.15344192,94925.54713869,18219.31801646,2535.38624786,16.28883364
34344,482,15655.34553068,27428.24995215,122.18373312,183764.44787711,18537.63698348,2125.60882342,7.39208503
34345,482,16127.7892162,23890.57737883,76.26119722,26837.20263159,18456.31112216,2229.14651784,23.37136991
34346,482,18123.60101432,15649.64643505,93.24231274,81992.75115865,18253.43031691,2383.953998,11.46445384
34347,482,18080.45250224,28393.83263054,122.63768568,119872.50964889,17221.62886717,2206.60187903,11.83754726
34348,482,18601.50868715,8491.5878753,140.24353146,190350.9034125,15984.78760846,2113.33794603,9.15642994
34349,482,18948.54009066,4427.35716099,228.09554116,176539.87142442,14462.52503252,1777.61760673,21.06889497
34350,482,22722.47171455,18541.65140501,119.24577666,169850.14484156,16608.84839643,1742.82264556,6.27575317
34351,482,23820.79661538,30270.1032226,105.86407066,68532.09163582,16174.74533578,1785.79461913,12.84348529
34352,482,24159.54327883,14931.33834083,110.17363135,55061.99411976,15887.93987721,1750.42567826,16.82563084
34353,482,26050.44175876,27887.6873213,129.51675393,155722.70072509,15861.40149305,2227.8837506,10.17427445
34354,482,28755.29301571,25713.80184483,142.76060884,97516.14803101,13891.62960808,2062.09601746,18.02083234
34355,482,29514.2857945,13540.6241431,126.89425515,212731.24496863,14764.71658512,2260.64468398,7.27974732
34356,482,31355.73201448,14418.03084387,111.85308338,100940.54932443,13485.65786282,2031.43938367,10.94843008
34357,482,31991.33823854,29881.64136104,114.04836004,84721.78317233,13867.6706833,1865.10239438,12.40379887
34358,482,32372.25319089,4371.0239967,123.24730802,58210.740045,11812.98015077,1610.58122298,17.95361913
34359,483,2026.70488352,13086.81821127,140.82141471,72343.51704418,19888.19085506,1960.15590265,22.50450605
34360,483,2813.77989486,22774.01198461,110.61348714,48427.17376841,20754.6950102,1905.23100106,20.96842841
34361,483,4069.5810979,23715.22621763,86.03409566,43136.68385298,20554.9613413,1850.35499764,14.74096966
34362,483,4301.4420023,13310.64795287,131.42736382,92842.36456129,19651.17458921,1628.86272824,12.82070695
34363,483,4224.7207786,24449.79292375,125.16645637,98202.12759439,20074.45093879,2398.34039581,16.30072659
34364,483,4421.06285664,3321.49688137,149.56614203,94960.02258229,18281.76862858,2232.08646175,21.86099919
34365,483,4934.49090336,9362.67293013,103.14256115,97762.1744023,20057.74155354,2431.19093199,11.70056235
34366,483,5070.35718735,15132.45835155,103.77180251,70477.65331101,20538.65196492,2514.66670385,16.96531469
34367,483,6922.46560139,16377.36821031,102.97473706,97966.35862976,20725.46120437,2216.48739763,10.61605059
34368,483,9371.86707788,1060.95205582,98.1690054,37665.23381918,17594.57312611,2274.09115222,26.027228
34369,483,10173.15855298,15803.48560977,114.15293317,99536.34851034,20337.72621705,2356.20193792,13.35642107
34370,483,10491.87301965,31695.15460557,124.72028171,89382.38554122,18607.5404501,2138.8785794,15.86849337
34371,483,10916.91753707,21348.26003598,175.46980873,157970.85484325,18519.2522626,2597.82013502,20.71887823
34372,483,11422.12347348,13673.67471084,126.16681097,105312.45429791,19249.51327382,2190.41084313,14.08936937
34373,483,11882.16379931,25827.40889652,106.39240886,92253.73674711,18826.98151291,2270.11619203,12.2347256
34374,483,12229.15511123,13443.07191557,132.50483159,132624.775166,19383.48381281,2185.03747408,12.22040039
34375,483,12476.25519405,6616.1414676,123.65076704,198286.31274662,18446.42442055,2339.19006784,7.704569
34376,483,12757.44148829,27002.02595174,116.40475905,72726.80581096,18514.06253532,2643.76520455,21.24426794
34377,483,14822.57635147,20120.13491707,127.78052053,101748.15025578,18592.77535721,2105.20797315,14.34821858
34378,483,15651.03849939,27416.28637168,109.15395076,162724.32885978,19023.31353179,2478.47882329,7.93084499
34379,483,16206.88281797,23858.47780062,92.62339493,41039.04932513,18192.4293642,1859.06239233,17.65528351
34380,483,18111.50874946,15603.84788246,105.95179838,107727.77192507,17515.90155893,2451.42592699,11.23075687
34381,483,18125.5821632,28385.55697031,110.86491568,99007.42086782,18042.70347228,1772.31797195,9.58684642
34382,483,18603.31898308,8488.54586255,125.80673568,160985.20350119,17781.06465929,2384.22126624,9.98185919
34383,483,20735.59857084,29358.88906571,112.37306565,73605.50732161,17038.39449617,1825.46588,13.60399496
34384,483,22730.45300998,18542.2070441,97.9611198,155840.82460621,17346.84185302,2738.34509688,7.55184289
34385,483,23579.09866243,4843.03421757,157.91312515,160733.79847608,13804.40542118,2038.94900051,13.0782884
34386,483,23799.79142445,30284.05539158,129.71323368,92358.89402797,16450.30392049,2027.02637437,15.64739814
34387,483,24200.23873438,14883.95996276,115.20562579,50402.61329907,16031.94942951,2029.40732003,23.09404407
34388,483,26063.96132881,27892.40274146,142.67826016,193269.52092832,15164.49913201,2055.25654143,9.05793253
34389,483,28747.38526323,25735.03086286,139.45182791,88456.39915785,14588.13030555,1973.7675646,18.19939755
34390,483,29514.97642981,13525.19213143,128.10796447,242181.31511812,14283.25934794,2273.42745438,6.54552239
34391,483,30900.84591546,12875.998561,103.80124254,50879.60481676,13810.982278,1820.81832946,17.02777366
34392,483,31367.77201563,14414.64913264,132.7582573,124084.55196317,13366.91102126,1882.53544229,11.29554975
34393,483,31979.81317795,29916.7997496,138.17674393,87706.07205267,13838.57310027,1955.81546817,17.87907601
34394,484,1796.52624301,23789.66695217,64.27546498,27763.91950936,21031.86222856,2231.74489595,17.31482851
34395,484,2017.56227385,13152.80910086,116.38198801,61448.01634638,19907.3883779,2337.03111088,22.21925054
34396,484,2871.3155954,22805.47903275,100.20377116,49514.73340445,20971.46221708,2381.27124218,21.49352107
34397,484,4102.24010626,23726.2876065,79.22518911,35403.04689678,20984.97625507,2085.70493306,17.64348337
34398,484,4024.58417318,29294.28196251,128.01211089,55839.17677144,19720.12848688,1920.63354132,23.926507
34399,484,4234.56599752,13307.75464102,122.3580634,78293.69804835,20148.80337196,2117.73562279,17.31732075
34400,484,4231.20961971,24446.94375173,120.21271453,105044.27044284,20361.20408976,2737.24303273,16.15003585
34401,484,4465.24425258,3305.39900049,158.00584137,95136.28853458,19048.06762792,2128.83273161,23.08703473
34402,484,4955.92631221,9373.98927663,111.51712214,91858.88806343,20680.2943878,2767.47834861,16.29318866
34403,484,5035.72816271,15113.55276537,114.15957066,138730.93976394,19770.13573564,1923.3136399,7.82905664
34404,484,6945.00370248,16411.10202744,109.71906762,110159.32718114,20177.64386229,2117.44277697,10.10100217
34405,484,10181.57869219,15778.80578498,96.98804941,73894.3428017,19731.11047465,1938.46725009,11.07885274
34406,484,10524.47695516,31668.28409972,133.79330231,77157.81459999,18133.19754679,1970.80115062,19.28470378
34407,484,10947.83914035,21373.34071423,107.21253399,98944.01213782,19666.48386948,2010.91647185,10.24731128
34408,484,11466.92469692,13697.89531377,116.27433563,83989.75409217,19678.15930507,2444.98239737,16.98000303
34409,484,11739.15052177,12630.49657793,134.810456,123764.4936123,19334.54129041,1986.39812942,12.29346464
34410,484,11864.88202474,25819.91473168,97.62242442,78238.79333034,19957.16372886,2033.40064658,11.10135446
34411,484,12250.05402911,13431.92438677,93.50175259,75178.6487385,19957.64212087,2101.31522567,11.07578812
34412,484,12482.99979825,6618.36934569,123.2630453,231383.85063036,18047.68892819,2108.11698664,5.91925181
34413,484,12723.70404178,26971.76567323,123.50502063,72720.95099287,19066.16541777,2453.5727625,21.96975388
34414,484,15635.20174489,27434.71908581,121.98312864,171277.45732483,20641.9256217,2417.89596085,8.99100305
34415,484,16115.92571276,23941.86147892,21.77252834,27338.07878273,18658.26602321,2189.52610261,5.77976629
34416,484,18117.65152921,15633.72077774,109.35461257,102719.0816976,17914.47691968,2071.88253953,10.53620897
34417,484,18107.78243247,28374.57696118,127.42103169,99069.75443607,17868.52662944,2221.04382031,15.46500335
34418,484,18627.11071904,8524.31715048,128.13118337,161961.19296101,17265.00382642,2199.45390308,9.46829172
34419,484,18994.92469398,5322.13453111,77.63050512,29576.87585057,16528.0893076,2387.13445794,23.37523776
34420,484,19361.78173628,13957.69499958,123.89139091,45934.97446493,16861.09164531,2120.28202631,30.2272634
34421,484,20748.9054016,29373.20002493,84.76503409,54938.5683344,16797.40181971,1864.24460191,11.37549737
34422,484,21131.49444745,9844.45231844,119.43093833,54863.53889408,16630.43464991,1987.5941755,22.1871712
34423,484,22048.53143401,10956.0527293,91.66702057,33259.6816323,17395.38989552,2445.15350183,28.13513765
34424,484,22166.95981216,10264.33057471,120.50608194,77358.49913194,16892.63191863,2239.77761937,18.02538148
34425,484,22717.54891175,18542.26565068,123.39937334,183581.1050097,16801.31463918,2294.35427052,8.1314445
34426,484,24129.67227072,14935.80920043,88.8196411,43294.2183938,16118.9160961,2226.60448544,18.65060009
34427,484,26045.42306192,27893.97337703,132.59027952,157563.1405982,15526.56873971,1868.91492714,8.81303997
34428,484,26294.54478676,8948.24516695,142.66943361,59380.00846978,13716.70193289,1637.21200279,23.46814469
34429,484,28737.04672295,25714.62155322,137.0496025,85568.67214905,15112.29124902,2143.28823477,19.77558724
34430,484,29513.84120539,13548.42503373,136.69499305,228590.50178379,14004.83646929,1910.0299582,6.57322317
34431,484,30948.75097546,12892.91263558,111.11300211,52269.41680347,13377.67239031,1868.93545264,19.21334489
34432,484,31383.81377921,14420.98819951,130.32581888,134637.62922585,12966.93116319,1849.2906137,9.88339228
34433,484,31989.22105159,29892.4065622,99.62484618,59226.29423606,14625.20102003,2038.622728,15.23168705
34434,484,32023.73990487,17766.99488477,97.70508979,61902.46440825,13414.67739867,1961.45769206,13.55270814
34435,485,461.22962413,26506.31134865,133.90002217,75076.9440212,20481.83198992,1926.37473549,19.40135174
34436,485,1996.82583699,13131.33826281,121.20951203,54836.40518411,19471.79986991,2025.74487482,23.24305832
34437,485,2805.69611539,22820.89874671,142.0041329,79497.86567856,20408.25801981,2464.466438,26.15041021
34438,485,4019.40863356,23676.18384688,96.49788413,46590.8368547,20769.6391642,2083.31401135,18.70954957
34439,485,4057.65463182,29273.25656068,99.58906119,69168.89174249,20936.3564765,2264.30628234,14.47637088
34440,485,4272.990563,13270.32238892,105.6921528,66993.53740903,19421.99864788,1603.84114666,11.76804733
34441,485,4256.03240108,24456.29931569,112.04318728,87258.82607978,20621.90663805,1695.34709091,10.60458871
34442,485,4476.5426859,3356.64737292,157.45716045,100204.02819388,18883.82480972,2140.45839681,21.8947276
34443,485,4944.21385548,9382.75888363,126.38602397,121105.69724811,19735.08300466,2702.32500451,15.16114471
34444,485,6924.82166811,16389.94565486,116.60250654,113001.39644413,19868.68180015,2131.26042772,11.06212404
34445,485,10170.06747349,15790.18418122,136.88587459,99818.6323434,20460.97478639,2121.65031063,16.74561194
34446,485,10466.09843515,31714.0679279,126.67957973,97329.09670371,18259.82480173,2342.89685415,16.42635335
34447,485,10969.11604571,21344.5915254,115.02396181,117413.51676756,19473.72842524,2238.22687903,10.90718869
34448,485,11443.19049575,13676.90364133,117.60010938,115370.61716158,18828.48395436,2186.64184435,11.28963289
34449,485,11563.21621348,26374.25608849,87.19302032,65252.92496734,20008.48112055,2538.74564671,13.6739895
34450,485,11876.58274156,25869.56760339,136.76437474,89116.75988658,19619.66843646,2044.80606572,18.04690693
34451,485,12229.62583504,13426.07451082,113.51535501,100430.70011277,19283.09095576,1998.78388606,11.1194295
34452,485,12487.12119483,6614.73999071,118.92229584,192793.84739341,18333.50273368,2289.24657518,7.22159549
34453,485,12767.91355133,27022.60023015,113.84177194,67229.69312433,19435.03331038,2025.6484146,16.9157892
34454,485,13664.20640806,14137.57911735,126.03365526,58556.53257627,18572.46584921,1963.48865005,22.66522891
34455,485,15653.98258472,27432.73846319,126.98581,184368.78009913,18837.18336291,1991.78455642,7.41163052
34456,485,18114.0208067,15631.30742383,124.71090605,105349.35003905,17747.96391474,2429.70328207,15.29110095
34457,485,18124.58692997,28360.13200171,109.32400639,105291.51562635,18015.51336027,2329.4577016,11.54866807
34458,485,18602.42891968,8482.35575301,135.2331199,230388.56652071,16900.65994589,2077.9162927,6.95293382
34459,485,19291.59249245,14004.46665269,108.59045018,42012.1219019,16523.57228082,1961.85280527,24.07499686
34460,485,20733.33468694,29369.28679195,118.39249987,77236.15647599,17264.54429676,1686.67426605,13.16929857
34461,485,22721.70593823,18538.03007103,113.71986783,157084.30370726,17070.51726531,2428.60907715,8.66653946
34462,485,23800.99592628,30246.2583983,131.19196987,71660.80491318,15834.22014985,2137.96782965,21.71706079
34463,485,24160.38671346,14905.40224726,89.35756706,44126.87524162,15621.72865132,1622.35545631,13.47727831
34464,485,26074.38309275,27891.57060944,122.7623443,183699.97024973,16847.55258886,1797.3767552,6.31056495
34465,485,26363.69324525,17188.21060728,120.50710085,60657.2940355,14854.29003893,1621.61470941,16.64849813
34466,485,27207.34712723,13731.69950636,74.57232993,35462.34181909,14929.64487923,2206.61915212,16.88998505
34467,485,28766.54306204,25730.39708541,132.29462362,96255.7605537,14443.74639603,1981.32889314,15.22162589
34468,485,29512.23943362,13531.482291,119.63383406,211844.9793697,14335.45314981,2143.48326139,6.2230084
34469,485,30930.43634196,12872.62366403,114.32028136,68999.45084592,12449.43715055,1453.08791809,11.92073389
34470,485,31361.65016856,14428.28558421,122.34102368,125030.33077424,13089.73782149,1708.44244012,8.75355553
34471,485,31917.38080791,4434.16755952,126.13488187,74775.15458909,11621.86758798,1781.63092147,16.1334128
34472,485,32001.33996847,29885.58485758,105.45418355,60206.5016137,14233.83611704,1852.35489001,15.05741845
34473,486,447.56910234,26545.31604999,127.30967697,40377.98200234,20427.86818488,2201.67967142,37.53894436
34474,486,984.27995927,30185.03469154,123.53234842,70989.917532,19675.08194202,2392.3417523,21.95297405
34475,486,1452.0313986,26639.23379097,153.07120918,63409.76750252,20258.17494112,2445.07543231,37.45702448
34476,486,1711.77106249,23795.05934549,123.25050284,45502.4821275,20086.20330454,2122.45759661,30.25639651
34477,486,1990.3978901,13099.32047612,159.47247224,79283.0696989,19888.62492308,2257.13485257,29.88892338
34478,486,2847.41468699,22795.40595039,118.7666378,67702.32092861,20135.77700928,2154.52567581,19.29300384
34479,486,4073.5633589,23715.29562467,86.87056788,45206.25326391,20686.42878244,1992.73023482,15.39696842
34480,486,4026.92656336,29287.79063094,172.32913825,148659.9918959,18817.87651789,2060.94737443,16.87693363
34481,486,4252.39322978,13317.81369315,121.10301061,107689.95574414,19483.39200594,2399.37151539,13.99851615
34482,486,4243.42015469,24470.97868717,118.18631075,97928.43351468,20221.04733586,2444.63807266,15.00066366
34483,486,4519.69216586,3322.55215542,139.65993438,79264.88558032,19420.80622941,2747.68421817,28.34292808
34484,486,4963.41296239,9383.45085256,148.72929334,113170.42323134,19040.00512903,2591.37652031,21.07099453
34485,486,5991.13201303,29551.76859401,142.234805,103115.35124052,19598.26416327,1809.47560866,14.85477929
34486,486,6957.88793296,16396.1642913,115.42907241,86308.82594465,19905.22154347,2025.24553425,13.510659
34487,486,7270.42965359,8218.35399315,172.00480379,92269.71538141,18412.01680506,2473.71204401,32.50813828
34488,486,7548.54492974,1173.51222638,114.55400785,73890.07814749,18563.29389356,2457.34802143,18.87998051
34489,486,10186.68071669,15844.1858313,124.83562263,116066.70641398,19733.62915755,2343.26729853,13.41146261
34490,486,10556.11565316,31725.7028947,109.72384313,88732.04602655,18994.04811703,2224.55048146,13.17195756
34491,486,10960.11381197,21330.57293819,94.94482026,87560.08219298,20252.53386324,2152.51246801,10.00414686
34492,486,11450.07489475,13659.33294623,148.51964673,126257.48700057,19011.85955371,2622.39453265,19.06296463
34493,486,11590.10751038,26376.07131164,158.29180466,108331.91501432,18182.02875601,2171.8251071,20.75620296
34494,486,12235.12142402,13453.14137638,119.23212363,107962.72084624,18832.48917378,2267.70869573,12.82808002
34495,486,12488.32538515,6623.57617878,129.46396977,212104.27246484,19216.71949429,2280.29040439,7.64190638
