"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1986,11,14834.10954135,20173.22955617,132.05442393,103085.91274744,27041.04279068,2705.50303863,19.33672732
1987,11,14940.23521303,24201.95815699,148.66876525,149616.50989624,27762.01503464,2734.85104868,16.80897222
1988,11,15019.0617544,25946.25187842,131.63489425,105885.32780961,28361.02943319,2414.22090871,16.70193202
1989,11,15096.40243568,7277.88951645,117.67648226,60401.67365273,24984.63957485,2533.88458076,25.00429188
1990,11,15235.56971592,29430.93514057,122.50144425,115190.85815739,26291.90092158,2800.85107907,15.59906748
1991,11,15379.54629048,3032.7767664,104.35020998,161784.78199689,25321.85073699,2403.1857427,7.13838021
1992,11,15448.62815073,14824.58329326,132.64958455,278743.38507278,28753.67951952,3444.62374127,9.18360481
1993,11,15629.2942116,27402.33430891,150.00946062,128182.0544616,27067.32124397,2550.72996647,18.61082918
1994,11,15857.724194,11774.5585461,167.93466871,210172.9069606,26208.59250229,2602.42598321,14.34755829
1995,11,15836.78300589,32280.90597997,120.36809312,99773.29984983,27698.98411508,2420.44074937,15.07242592
1996,11,16273.57046175,9839.28969676,170.31668555,196387.53488872,25307.24530582,2619.74272436,15.87710878
1997,11,16939.92233434,18066.72388845,104.53663427,120028.98245674,27738.82127105,2724.22442108,10.93580509
1998,11,17113.67857424,30782.29146937,134.09591797,201507.23792855,26385.9594814,2580.99936415,9.71402798
1999,11,17234.4973639,5494.1650007,142.0194024,122026.79076844,23045.36809087,2198.88290269,15.20833186
2000,11,17219.47412163,16817.96315564,116.84874464,87051.41392899,28246.79405617,2415.83564034,16.33357584
2001,11,17403.25773932,19323.14972199,119.03648669,109503.27313057,26105.07978358,1970.35897001,10.95918333
2002,11,17890.94736931,12373.35189367,97.77636323,81040.90997867,26997.35261073,2793.79794276,14.75956214
2003,11,18029.16271482,933.82505373,111.48416823,45625.21703241,23428.28965509,2710.17174751,32.09981367
2004,11,18013.40461699,2685.42069457,128.82840782,93816.6388656,22897.63577773,2346.41659355,17.60439997
2005,11,18540.23646108,6253.15327584,91.10797116,55522.98320092,24595.84253445,2744.56762649,18.72155355
2006,11,18538.87350608,19120.85840983,126.66635604,206724.33621587,25807.98652327,2374.12727773,7.84010643
2007,11,18442.3108677,22308.96142109,118.36077265,53100.04046735,25294.27345425,2455.12422356,27.85037067
2008,11,18796.03390219,7848.82050703,129.11089437,82296.21959474,24279.41672985,2594.0439752,22.27338891
2009,11,18813.29881173,8989.97174764,119.13491644,72590.77893956,25336.37254728,2332.86567415,19.592594
2010,11,18997.13656534,31137.0550305,109.98300931,120053.70546338,24936.78400991,2678.34960833,11.77059367
2011,11,19750.32793359,22078.25239624,148.16292621,327747.59043081,25478.11719762,3374.32404722,9.4089008
2012,11,19865.42547763,26698.62194457,131.8310318,134539.74231236,25606.26105759,3147.86851036,17.18425284
2013,11,20340.07920552,16326.64563606,122.82527142,140552.19571817,24754.13899767,2697.58166029,12.37464534
2014,11,21320.53599244,6736.85009862,132.38049252,98022.35735159,22095.56847182,2422.7725317,18.29537287
2015,11,21390.31708436,28004.95243485,123.81142504,112020.97612272,24460.92845015,2163.83680598,12.64029355
2016,11,21605.61691826,7809.30707973,126.25553237,100219.11253183,22899.25181037,2212.0450833,14.97030495
2017,11,21669.63031668,9253.25498577,116.75541579,100594.75006271,23424.02900729,2451.35267739,14.32250606
2018,11,21902.42565504,12472.47569155,132.29896611,71587.4556613,23585.80762968,2110.81075863,21.80027176
2019,11,22228.31560407,1680.39878518,158.01287346,96679.07685782,19663.10922779,2206.60306705,23.54999172
2020,11,22193.6903965,16672.01375177,196.44445272,133429.0952402,22435.55188559,2165.64555326,25.40961782
2021,11,22177.05191866,26677.87728241,183.24596825,159947.92125654,22316.93185597,2105.85209675,18.02960811
2022,11,22270.65079476,6940.18624981,128.69788066,111147.70267442,21597.21528404,2175.19287744,13.75203621
2023,11,22279.58857049,14878.68294005,137.2910613,205207.66125842,22986.87326618,1921.3286809,7.42398758
2024,11,22764.33554859,18512.62937457,118.21226087,194061.80124324,24254.34740268,2887.48440844,8.94676961
2025,11,22918.54710021,5109.94013581,103.87561637,64531.87718143,21519.50136407,2762.90469613,20.39114215
2026,11,23153.78331661,18066.79317629,139.74898358,74509.66517093,24228.04674842,3556.73056261,39.07159295
2027,11,23310.67311004,4464.37265489,134.87853057,94406.22015131,19370.41284109,2079.70201185,16.88474213
2028,11,23417.77420061,7349.63595326,132.22165932,276087.43277857,22472.0966269,3976.70228382,10.63832063
2029,11,23492.83499908,7029.72663836,335.14612513,796009.14903496,16602.37891488,5517.65507332,30.86864953
2030,11,23613.15495422,17014.92880384,116.40503435,103472.04514914,22277.55786756,2743.47249072,15.49697504
2031,11,23553.05868385,21880.97791292,120.63516206,87517.79759293,22604.21058132,2701.61728685,19.25363073
2032,11,23822.93948995,5515.49653203,117.05229095,107773.87284198,20356.96370345,2011.51348339,11.02454234
2033,11,23856.8838344,23726.5081615,139.18662944,106363.73217194,22741.28297395,2360.76854256,18.03699469
2034,11,24011.416888,7046.42494405,150.63248916,115483.14134909,21068.18353568,2610.42410594,21.30525003
2035,11,24094.96221852,15863.58084306,131.85956796,97739.10382282,21837.28563432,2184.04514671,16.42181388
2036,11,24265.31642698,15013.86300148,175.82484212,226268.39430786,21093.21906108,2205.79122633,12.33467959
2037,11,24552.86282553,28021.94916045,159.47588023,80372.35125831,22381.49001035,2307.6340776,30.14441607
2038,11,24589.89064766,2891.56069972,99.76814535,67156.79124187,19239.00026796,2427.92014806,16.0363733
2039,11,24644.46136144,24058.88904277,101.69292352,70125.26797339,22645.33064023,2212.50858702,14.47616268
2040,11,24859.80419563,7232.2051737,100.70150027,61318.4605014,20403.09345699,2475.97198618,18.20553706
2041,11,25045.1344879,22848.09221657,143.15212468,116545.20980383,21725.40500562,2473.92914345,18.18113163
2042,11,25031.39736157,29899.29769006,135.81029908,92784.30789437,22028.87859525,2253.43788053,18.85311942
2043,11,25499.67150043,8285.3869301,150.66296414,94672.824847,19723.31403168,1975.06506907,19.67384943
2044,11,25707.18112339,6084.33418398,170.65409692,133742.00996226,17442.68051871,2143.57413921,19.14883277
2045,11,25592.11340551,27594.8705296,150.13929454,197577.51633364,22152.15114505,2451.33257947,11.62610815
2046,11,25631.90362791,30855.98651535,130.17924426,68448.9725487,21242.57619315,2334.82073777,24.4735648
2047,11,26148.21113097,4115.15577462,80.7725842,41936.21852334,18759.15753311,1872.12958312,13.80621366
2048,11,26590.40789585,3345.43301871,106.6837061,75303.41418555,18138.80604537,2020.17697852,13.40397221
2049,11,26741.9912694,30298.95832084,124.50953499,96936.28195823,21274.8147105,2365.76607666,16.13265534
2050,11,26756.23737437,2341.0038918,99.25548177,51940.13536732,17714.15324065,1990.10643744,16.84385883
2051,11,26779.02916684,6752.10914206,162.34909299,93921.75800157,17524.64981993,2425.44295957,28.04834756
2052,11,27124.88208851,24675.29585892,154.3695327,96297.53234508,21178.73053687,2240.73752465,22.97147795
2053,11,27436.23493728,15093.12830879,117.09785031,64351.11347636,19763.93956726,2270.89280788,20.84837749
2054,11,27473.50430772,31838.4465555,116.75269031,71165.12723703,21291.08459192,2556.82410915,21.11103466
2055,11,27546.23161644,17800.75416818,121.18510799,86156.18400279,19532.15335453,2034.41813899,14.85536632
2056,11,27781.16121606,24936.54661751,130.62525685,226819.96870217,20884.87665203,2464.59950456,7.85143561
2057,11,28164.76010889,20498.46501501,267.93102294,275830.76353895,19896.41075125,3133.08151158,32.55068502
2058,11,28225.73761592,20369.93571524,137.65462549,150083.86922678,20772.52664863,2752.86188718,14.60138362
2059,11,28668.91294687,6460.03165245,127.75924263,63219.50808622,17487.30631202,2136.63748708,23.42348757
2060,11,28689.22183192,25648.69045136,131.30415035,86757.56781803,19953.38003309,1828.70487462,15.37228738
2061,11,29525.45941775,4725.31172013,203.31353965,151444.99456462,15747.61409447,2243.38193705,24.78414395
2062,11,29551.53994921,26968.04647839,145.54850854,176094.33055946,20563.65758276,2900.34792463,14.55390977
2063,11,29714.83760421,1895.18677864,102.32980017,115889.85526412,17016.9270516,2057.99353901,8.24323546
2064,11,30029.16651072,2494.67363171,137.12827866,136441.00404426,17337.3667771,2008.91977003,11.6419929
2065,11,30151.34565591,20775.95798816,102.89029644,66681.04482794,19399.02248433,1976.56047188,13.88653206
2066,11,30322.90238911,7330.86106965,113.48713066,61110.20413192,17664.16033452,1927.87237855,17.61186594
2067,11,30310.46962573,23654.10295491,118.51354668,66451.31093191,19292.12465454,2228.28496832,20.24938746
2068,11,30823.48561409,7259.27508197,141.03488495,83088.98803919,16737.56325612,1969.13186046,19.74102928
2069,11,30957.68263602,12870.3459179,139.87148865,174443.83189145,18523.67245224,1743.91280019,8.20722288
2070,11,31316.14871674,5492.39282571,164.53829851,119058.13822219,16017.67163867,1827.90583952,17.11232812
2071,11,31273.0798954,14230.0889606,138.03025653,93396.82490482,18326.65308889,2241.27752711,19.19994128
2072,11,31784.13633976,18783.58309104,134.06096772,352181.62853592,19513.16654536,3399.03765463,7.31617429
2073,11,32098.57468725,4211.63861886,105.82276644,55418.74585084,15373.38702691,1874.61205313,16.65668011
2074,11,32124.5428105,7215.78734296,123.48613748,102335.0417186,16382.56892057,2276.81029418,14.486975
2075,11,32072.68830903,24692.96079857,120.05241575,81476.48738251,19554.73486216,1620.02382669,12.30052188
2076,11,32062.1297885,29833.18970994,173.09311137,190310.72493766,17538.24523039,2136.60794749,13.78496008
2077,11,32272.1248704,6157.37292016,126.87832593,188320.57226774,16267.0172608,2232.92383713,8.11966009
2078,12,483.25070456,17258.13095699,146.44740459,91661.27950724,31961.38574058,2551.85952694,24.88264594
2079,12,645.37072412,5983.53242457,115.8995311,86341.19657555,30963.90225849,3122.10549649,20.96467331
2080,12,571.59887299,19815.83406024,135.36356626,74841.84426766,32275.25811293,2912.08107197,30.01184478
2081,12,668.36137272,26173.99776266,133.01469429,153594.95643642,32015.0873697,3254.28680818,15.82178486
2082,12,1086.64314787,3412.51337374,111.54045728,78923.16768602,30907.57407886,3493.2716223,23.94076001
2083,12,810.30447869,6161.71120769,493.16371598,740802.76939713,27698.89951207,4306.30147712,55.68839671
2084,12,1132.50553984,15222.28239852,138.78686468,64758.32128002,31708.8030496,2711.27069344,33.8321174
2085,12,1160.49890786,540.78125141,127.51823305,90243.78603328,29333.45216789,2795.43047192,21.3923804
2086,12,1424.84753251,14128.81823662,173.07374739,164215.27383566,32589.52253731,3367.37540524,25.16050759
2087,12,1627.62551069,29527.88549095,118.33685911,103952.98246682,30117.98715636,2850.99513249,16.51636723
2088,12,1649.96165774,16950.44435005,134.50188572,102846.14868693,32841.23055375,3548.49570507,26.29802951
2089,12,1844.42507817,20332.21073895,92.30518639,69389.39823291,33512.88210352,2677.44077917,14.94773392
2090,12,1925.85087948,28336.01056468,145.47218182,107463.93241732,30506.58046521,3165.97707826,26.00056318
2091,12,2262.46780274,11370.13061603,123.06151005,68626.52647935,32410.69133367,3003.10743778,28.30305089
2092,12,2266.73172308,14311.22357292,108.65061531,55272.2969031,32409.66332267,3165.02130492,29.54443025
2093,12,2616.65435239,10847.70415472,101.03649927,76527.48623808,31766.61744803,2735.22835581,16.20959079
2094,12,2617.94353369,18180.40499663,141.14134297,91219.74052133,32904.34560908,2751.51778659,25.15524597
2095,12,2747.25980269,1854.27275833,119.52608384,159464.55336522,30519.10358327,2633.60969175,10.13249998
2096,12,2793.34218483,21784.77640366,105.81383258,67684.91686847,34219.99805635,2971.99076058,21.6106692
2097,12,3288.2659272,22011.71603812,114.69828255,99985.77686393,33681.37176275,3630.39464628,20.65614054
2098,12,3846.43664612,18858.08033262,165.04842814,138857.2370387,32011.21802692,2969.02834158,23.96352749
2099,12,4165.72625203,16557.3187935,122.26445858,101143.04337221,32341.22987139,3197.59137806,20.20700743
2100,12,4168.85347595,21653.24939938,94.85259667,58418.68222411,33832.77746408,2689.86343589,18.69540233
2101,12,4107.30346871,23657.21158137,123.37453398,108891.10725669,31816.74906052,2779.36948795,16.58924754
2102,12,4194.26255823,31079.20448601,110.39761182,67123.86702937,29832.55408133,2747.06628895,21.73176538
2103,12,4262.67017622,17473.93542225,129.22409846,167725.83019326,33862.67938502,3919.20321435,16.53760308
2104,12,4549.72640718,3333.46850822,152.26960477,82128.26068662,29159.31951457,2403.20142468,28.14641448
2105,12,4644.73702457,20795.01624863,105.91186418,88579.03054555,32857.625385,2972.50171798,16.54496736
2106,12,4892.7550949,9314.87707553,139.64879166,105060.90109961,29726.00864671,2927.79619581,22.7831641
2107,12,5455.16201245,6280.43971421,127.04231411,93530.9583062,29569.2625823,2572.57052535,18.86605196
2108,12,5608.45205899,20753.7922438,130.67756291,230684.30746517,32609.81832427,3166.45473563,9.92141144
2109,12,5740.08515733,26656.54450566,119.30560444,96758.79075455,29924.76579463,2633.35611822,16.63590274
2110,12,5808.29961974,18772.1916725,141.59846159,107008.72921783,30765.35811361,2013.46534643,15.79282671
2111,12,6070.91002154,11816.14260472,104.82887228,162929.63296552,31445.4855415,2544.1130963,7.56415722
2112,12,6125.78343448,14681.55082648,156.38228838,229286.5058027,29795.47148241,3084.99781366,13.61383754
2113,12,6353.16700945,7693.70712151,119.57446153,96939.31772506,30059.03165447,3208.17714546,20.3094994
2114,12,6296.70156859,30471.43835863,157.168798,174796.76288005,28462.59173457,3308.61946067,19.33163029
2115,12,6513.86322444,9071.95016823,122.15997922,132486.04406172,29630.13801713,2614.19570076,12.59631649
2116,12,6600.70899624,24547.78078033,131.14267349,209613.28018583,30935.53755186,3084.1015887,10.70463393
2117,12,6673.35901265,4143.41197104,113.61803742,84215.28722565,28747.83153163,2305.43417395,15.31430874
2118,12,6751.4057746,26595.28536627,119.44398702,91459.51545791,30274.34876565,2863.47611977,19.17639918
2119,12,6849.36772113,15728.1686033,100.41529241,63839.15695043,32467.02571037,3228.67417788,22.68439924
2120,12,6993.17398459,16349.17954869,120.52576438,99793.22677763,31745.9403932,3178.89223751,19.83388118
2121,12,7116.24172663,18662.86508622,120.37190596,106593.06835837,30317.49186946,3053.78997107,17.79725876
2122,12,7510.68660084,31203.25071461,143.32569195,131305.58368689,28869.96222901,2928.58516507,19.14467373
2123,12,7831.6991047,22403.27579361,109.0990802,110733.8380562,31335.16744144,3312.66797381,15.55230599
2124,12,7707.92851112,31379.43231414,415.26132418,680861.79323246,24908.40784744,3147.64396604,31.47749285
2125,12,8436.03084224,20487.87992789,132.84455349,219089.70397421,31324.40713865,2461.39575506,8.37489378
2126,12,8486.49836825,1983.48745585,141.08007879,157561.95853582,27689.83623162,3103.09511521,16.41288663
2127,12,8527.68830416,8892.86022828,126.43576317,123644.79110779,28318.03421913,3185.55230548,17.5154539
2128,12,8636.66792836,18449.72393075,110.67789979,109934.06823986,30335.95772317,2559.80824418,12.42504759
2129,12,8926.09020742,17444.54055075,121.98128245,105133.76170714,29214.854929,2332.35294658,14.12416446
2130,12,8922.33274841,21720.50138095,117.52716184,123347.83089663,31008.48608299,2516.20512463,12.13522976
2131,12,9079.56212227,22961.47356474,96.49033243,62071.11307158,30044.61169299,2532.98440605,17.07138951
2132,12,9675.73033919,11893.06300828,117.67988614,90164.79756984,28904.76645141,3368.82528068,22.26987732
2133,12,10083.2591353,23411.73513172,133.70412671,119275.43647889,29656.98515831,2843.57551178,17.9747119
2134,12,10120.65157154,15784.06015455,205.4603749,287964.8377942,28187.90561484,3506.22525559,20.7883679
2135,12,10292.63476051,18757.57053499,107.44609795,76889.3008143,30241.84115231,2763.67517402,18.18216231
2136,12,10424.70781443,8745.41921996,118.72316088,157456.28740493,28801.10026673,2402.86212376,9.24972252
2137,12,10458.69602103,13555.22377791,129.01237509,263523.30852791,30308.29969817,2660.50853222,7.12946124
2138,12,10415.25794054,20393.16568632,103.29532147,56176.11007637,29910.96763542,2778.22996316,23.31996651
2139,12,10405.09638572,28159.44143631,120.22341848,123631.16082297,29529.33403358,3130.74960211,15.69647212
2140,12,10496.2114408,31614.07256454,62.33606391,39357.57915259,28522.07066461,2813.81119781,14.7114995
2141,12,10744.58812985,11328.12613089,132.1298475,123566.38351911,27038.30877529,2672.35400331,15.95250817
2142,12,11024.38062298,21458.28307307,126.27905712,88146.8033312,28488.32785594,2733.38750519,21.03341387
2143,12,11164.09369181,14201.55373818,191.66900875,122781.43028691,28614.46851877,2887.90778522,35.10796144
2144,12,11513.26753305,8859.55197817,117.59194866,66089.67543197,27686.07613719,1818.05595403,16.38138329
2145,12,11453.70113909,13642.40271347,104.20274197,96109.19234012,29243.34554507,2684.57335657,13.3807642
2146,12,11485.25250879,27239.89812467,133.09889594,145060.13606148,27545.13612751,2758.18831891,14.21740294
2147,12,11534.56411251,12954.84325309,136.13674825,98554.41397715,28189.74117664,2659.70605792,21.04059473
2148,12,11838.96474815,22940.11144706,139.13095971,350774.52604176,29763.92485631,2627.00054678,6.08669222
2149,12,12001.0120048,14634.19156418,135.57658056,109884.50895496,27514.9528281,2544.93453636,17.92025881
2150,12,12094.74133852,17949.09324254,184.14773358,92933.89577649,29467.47925199,3141.05241616,46.70371384
2151,12,12186.67772264,13394.83059309,123.71577148,71357.25448555,28113.0348669,2762.1600014,25.28225986
2152,12,12383.226148,2242.44413291,103.56113787,80467.39178373,26996.73585508,2426.30991073,14.28710756
2153,12,12486.77701339,6603.12573114,131.54665724,86765.43319313,25665.75462228,2221.49865341,18.73172057
2154,12,12547.47608368,29764.86501219,145.66340636,256303.64873574,27544.00544188,3343.97208586,11.54642786
2155,12,13157.73346642,497.2701025,121.23318155,124288.17064549,25657.37525471,2911.78785253,14.7462646
2156,12,13327.34514263,5595.53119195,115.65879972,74682.56844452,26456.85061872,2769.83071484,21.42241477
2157,12,13374.20189801,22422.93543753,114.34755122,84657.37234427,29164.77334716,2383.23738528,15.93124967
2158,12,13557.72690305,15092.19149928,170.82991165,275817.9344353,28572.41271236,4232.6376423,18.36562903
2159,12,13481.74292127,18224.37652842,101.59210915,88204.76190823,29158.42917299,2269.62552017,11.78697914
2160,12,13527.41064925,21524.23633691,151.41223701,85406.91703994,28842.08481267,2843.03171412,31.67736725
2161,12,13866.48455299,31134.39670401,109.31624808,96745.62908626,27064.64498946,2805.13689416,15.12896
2162,12,14810.70452815,20161.52971656,120.96797723,97724.34082772,27578.2692283,2809.43225403,18.02163791
2163,12,14883.52111069,24197.11107604,135.58389384,106578.87086669,28012.95544984,2745.68021676,19.93388688
2164,12,15011.46822339,25960.31570122,130.72031118,107241.21630659,26694.27153105,2522.63757078,17.00958628
2165,12,15262.38913478,29429.70435543,113.17479673,48201.48975473,25725.20100276,2783.20731686,32.06191785
2166,12,15386.04036614,3042.42182657,125.5063186,161519.29420961,24241.11719231,2554.32695776,10.61067779
2167,12,15466.12970703,14822.83258976,132.97113869,277243.42767057,26856.13815604,2915.49958038,7.85224383
2168,12,15598.79332005,27397.463234,150.38031027,131878.35905691,25429.1200184,2200.70495534,15.68244792
2169,12,15850.81938844,11759.84002842,133.18415902,139631.4252391,25272.58040494,2085.0041066,11.18276383
2170,12,15853.29193391,32292.07223424,134.14339325,112210.30159102,25263.81569776,2693.98783257,18.2123604
2171,12,16293.98199983,8508.36461304,110.4715667,51965.8911773,25205.95897888,2757.96798654,28.2136896
2172,12,16265.77760802,9851.79407519,160.47321863,181140.97617381,24148.57038503,2923.81081622,17.15033824
2173,12,16912.33181861,18048.15658283,139.06878892,166628.62148806,26451.52108493,2911.48847658,14.17717223
2174,12,17129.99555507,30763.28507883,119.68417829,122875.17822768,25947.63863238,2258.58962879,11.3048967
2175,12,17237.54804022,16791.97312312,93.00362058,79507.41210711,26330.04295802,2791.12234986,13.77775795
2176,12,17284.34075899,5499.98644684,121.15850722,136664.81262807,23841.25807323,2360.51421147,10.86327952
2177,12,17404.63525319,19362.35162725,151.71510316,155762.67669653,24854.46016312,2013.45309822,12.35526708
2178,12,17902.48681152,12396.61272311,91.22372006,86156.80685848,25393.92267138,2179.4796666,9.60768753
2179,12,17823.64665702,31783.73386564,137.69565376,78899.1546197,23727.4816663,2220.43727435,22.41330715
2180,12,18010.44572974,2649.06033596,120.85309441,96423.99817511,22448.77674309,2767.82494737,17.96306998
2181,12,18069.78981377,950.71330679,117.08101263,61530.30637849,22178.19543064,2256.88160799,21.66364215
2182,12,18396.3757935,22287.16610426,112.03228147,65947.15422182,25530.41819422,2126.44008044,17.5853973
2183,12,18544.14844438,6225.18799165,130.77405314,83981.0848892,23351.22286772,2488.39431593,21.4400501
2184,12,18507.4539304,19136.39476791,135.12780378,234365.42575099,26292.83165824,2512.46440841,8.2485841
2185,12,18755.27674593,7864.70337204,153.63293764,88014.717633,24052.63742052,2441.87417273,27.14011483
2186,12,18801.58217483,8968.84176128,125.20869024,76323.18292747,24966.38534203,2495.61448945,21.83429764
2187,12,19014.38083423,31158.88870536,127.57588491,105190.4438429,24226.23862959,2889.91350122,18.98946302
2188,12,19384.08689959,13873.85883497,138.61538943,119537.83762583,24046.38914116,2728.45119887,18.40540087
2189,12,19749.95319767,22082.15819219,138.11748204,308201.28003181,26388.95814159,2765.60003921,7.1921568
2190,12,19880.1956384,26710.47853213,133.18613073,150462.27903929,24173.44618615,2378.4496242,11.83679036
2191,12,20340.76520694,16322.69170117,117.59312714,131423.71301192,25132.19060315,2316.16136869,10.49666716
2192,12,21277.24264429,6740.02011229,143.99203074,117062.94675493,21466.78470695,2688.79143847,19.88831415
2193,12,21358.48951136,30250.4690743,127.01395148,95531.79279936,22981.85527273,2356.63686108,16.91521262
2194,12,21375.8206941,27998.86875636,126.61685748,119141.10221492,23658.51328556,2535.36246669,14.50855208
2195,12,21598.51621524,7811.58117907,91.8954093,76047.53486472,23031.23524461,2344.7064856,11.85569816
2196,12,21650.36541731,9246.66718308,139.47925245,102074.10847841,22471.44436373,2734.68145922,21.85425047
2197,12,21925.78298047,12457.65002031,137.14702014,108141.40536979,22933.21815166,2599.58036544,19.00284098
2198,12,22161.54813184,1700.8915467,248.95889684,212561.09626422,17391.13769818,2014.18331874,23.52031922
2199,12,22229.06810054,16704.11467786,134.57167317,53413.42241918,23336.83108089,2191.45346125,31.30432154
2200,12,22297.14576606,6950.79032131,123.58838736,97659.55032943,21919.15869172,1976.11762251,13.19803002
2201,12,22293.18470598,14896.10764981,133.47861171,181627.88781033,23748.31474708,2259.88368383,9.357331
2202,12,22746.80877571,18488.05967847,115.89361969,190064.11006466,24141.25455088,3351.70247236,10.22622213
2203,12,22888.98396514,5127.50076353,104.78879319,71124.2597075,20652.81405836,2012.7117443,13.69443863
2204,12,23160.81485837,18069.24663006,117.07947155,80811.5430401,23209.80364041,3021.46675607,22.07974714
2205,12,23328.43460224,4447.80665533,118.21018453,77564.46519314,19988.18775145,1873.69261701,14.52411694
2206,12,23418.00296367,7335.18559519,133.6483911,214414.6032167,23122.03660865,3693.87979092,12.97933292
2207,12,23508.88030801,6989.35464336,284.81908966,550039.83918185,18210.18201982,4440.32784749,26.08551229
2208,12,23504.90792668,21794.41306093,111.95100994,79414.42031143,22532.49974897,1957.45092615,13.42842539
2209,12,23621.29594693,17003.35028148,129.05557534,81902.75261986,22348.25149292,2329.01910033,20.07973253
2210,12,23678.17396894,31939.19167413,138.61855816,69062.94649279,20955.14365505,1982.51966387,23.14958323
2211,12,23807.25015493,5541.91624363,115.05498291,106820.80635915,20258.00055187,2397.40125543,12.84528331
2212,12,23925.76303189,23734.38647604,116.304105,84628.267955,22541.56542016,2367.6166277,16.32687588
2213,12,24107.3261629,15875.60492979,158.86760209,118966.87758088,21978.35763498,1883.75974704,16.51066857
2214,12,24312.27885126,15015.71140542,196.45430249,233539.83003562,21475.4323156,3084.86946391,20.68023913
2215,12,24590.24865753,2932.19441672,140.34572653,66981.03097541,18599.32392423,1854.85927748,22.85584156
2216,12,24640.04102851,24059.35894641,116.04515989,52778.07045069,23088.95831977,2237.47120288,24.63654565
2217,12,24590.83709647,28078.98531611,194.25475739,133909.17076687,21534.6971678,2632.73368277,30.11656245
2218,12,24839.23313745,7218.02013068,124.58035018,91669.23426826,19917.07467442,1974.9821822,14.25942367
2219,12,25063.49394696,29937.3906664,156.90574582,119841.86750221,20376.26204534,2538.61878795,21.56702378
2220,12,25111.09224098,22858.42216349,142.91493405,85785.0157852,22037.85760623,2368.76960239,23.57481425
2221,12,25526.86840255,8302.3819363,118.23770136,76763.57659551,20016.59572915,1718.83885114,13.47036282
2222,12,25562.15706704,27590.9125301,119.94822062,166619.59511678,22942.06053252,2307.15117002,8.55264067
2223,12,25706.43552224,6075.16340711,117.88448753,62869.70003105,19166.83750126,2191.51986805,20.84658967
2224,12,25610.32979445,30837.61043648,108.4302765,50200.0336069,21786.2316142,2094.31810048,21.45232829
2225,12,26590.54604872,3362.10234696,156.68885811,94428.9337009,17154.87852315,1900.66623793,20.44252443
2226,12,26734.96557242,2268.20575995,75.48175834,39895.68120394,17721.42165513,1850.03245531,12.83927487
2227,12,26725.39093235,30316.93158014,147.4820665,112447.82656422,20762.23316433,1937.95890155,15.61472604
2228,12,26802.64616408,6760.77763535,122.50865861,64755.92719881,18141.64475392,2061.00862894,20.42123708
2229,12,26771.42344263,20454.97488224,126.45597011,59856.4847034,19348.61100705,2211.29923265,25.12334201
2230,12,27461.15301364,15120.80561562,106.82818241,69257.87051578,20086.46034201,2162.20584793,15.63388416
2231,12,27509.44939954,31815.79890642,142.96092774,107625.62451156,19539.11206178,1309.34677775,10.40549679
2232,12,27539.81839628,17786.900822,101.96420411,60234.57818776,20297.95176024,2139.7592586,16.37500523
2233,12,27780.74705843,24919.59995157,141.46927471,239871.49013368,21285.64783746,2455.66382606,8.58093121
2234,12,28245.66924855,20380.6441922,124.80907123,150174.45459361,21318.28673441,3051.22799887,13.48961324
2235,12,28697.73401169,25640.4313129,173.41429899,122395.91330976,19369.16952272,2182.32165226,21.96403421
2236,12,29421.86630574,4800.57906202,126.3136412,69086.45944976,16890.82717886,1977.77049899,19.43116411
2237,12,29542.29616283,26966.39605954,144.79870391,160960.2312843,20925.24465498,2890.4860523,15.71441351
2238,12,30023.94471503,2499.72120874,153.3211808,152348.37176025,15672.43303184,2448.77813044,15.66720359
2239,12,30206.04535903,20798.07196866,121.39642069,73592.34832292,19044.11643147,1862.72717287,15.97481458
2240,12,30315.47876082,7354.40932519,141.84909701,103732.19344016,16742.95591093,2244.69103053,18.22006952
2241,12,30262.02552449,23669.22714573,163.78803833,106820.74701052,18104.3440168,2209.28492243,22.84637095
2242,12,30816.65973003,7220.62546149,104.12897981,54531.72363325,17855.66208688,2809.85169975,24.64516009
2243,12,30960.4411559,12848.15378589,116.25841749,140151.05076435,18715.53838092,1952.34824745,8.13035243
2244,12,31331.00656158,5470.59978815,83.16704215,53464.61084028,16047.2237087,2397.08501021,14.55252064
2245,12,31261.71657544,14205.24864446,137.06418207,109455.59796756,17379.1247424,2380.3487235,17.17356939
2246,12,31792.90164833,18792.49394656,140.57254476,324944.19554707,19192.83600912,2100.78081812,5.35967988
2247,12,32057.76813646,4172.94029518,111.73574259,49155.15448455,15222.84746566,2092.01207795,23.09709076
2248,12,32102.76841326,7221.16471252,111.56558942,70674.55834216,16813.61661231,1843.87497552,14.12553614
2249,12,32042.01786678,29842.19220744,130.24760774,125037.21409692,19467.77755205,2058.49401739,11.82948811
2250,12,32135.57142852,24737.78277806,116.59073713,70052.33229,18702.94361415,2066.73234115,17.29542188
2251,12,32288.32726935,6153.36167576,134.85786696,194897.69565595,15837.69249048,2492.62101681,9.80251403
2252,13,496.95284914,17238.47078035,128.13560839,63090.24537032,31274.57542448,1874.93374421,20.71135269
2253,13,624.47949784,5996.53244368,108.52691252,66820.99133074,31321.11506722,2634.24021154,20.30195678
